timestamp,environment,policy_version,opponent_name,opponent_version,opponent_kind,change_type,split,seed_start,seed_stop_exclusive,episodes,mean,std,median,min,max,wins,losses,draws,win_rate,life_difference_mean,environment_steps,wall_clock_seconds,pass_fail,tests_pass_fail,git_commit,diff_identifier,agent_iterations,code_edits,change_summary,failure_analysis,next_hypothesis
2026-05-26T06:39:29+00:00,SlimeVolley-v0,temporal,random,v0,random policy,structural policy improvement,dev,9000,9010,10,4.4,0.916515,5,2,5,10,0,0,1.0,4.4,6839,0.643945,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 10-seed development opponent-pool comparison: temporal vs random; no holdout seeds inspected.,Temporal stacked-history candidate comparison after simplifying broad recovery overrides.,Use aggregate opponent-pool deltas to decide whether temporal history is promotable or only a failed/neutral candidate.
2026-05-26T06:39:29+00:00,SlimeVolley-v0,temporal,initial,v0,frozen heuristic,structural policy improvement,dev,9000,9010,10,4.2,0.979796,4.5,2,5,10,0,0,1.0,4.2,8282,0.666982,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 10-seed development opponent-pool comparison: temporal vs initial; no holdout seeds inspected.,Temporal stacked-history candidate comparison after simplifying broad recovery overrides.,Use aggregate opponent-pool deltas to decide whether temporal history is promotable or only a failed/neutral candidate.
2026-05-26T06:39:30+00:00,SlimeVolley-v0,temporal,improved-v0,v0,archived heuristic,structural policy improvement,dev,9000,9010,10,4.3,0.9,4.5,2,5,10,0,0,1.0,4.3,7573,0.632702,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 10-seed development opponent-pool comparison: temporal vs improved-v0; no holdout seeds inspected.,Temporal stacked-history candidate comparison after simplifying broad recovery overrides.,Use aggregate opponent-pool deltas to decide whether temporal history is promotable or only a failed/neutral candidate.
2026-05-26T06:39:31+00:00,SlimeVolley-v0,temporal,improved-v2,v2,archived heuristic,structural policy improvement,dev,9000,9010,10,3.9,0.943398,4,2,5,10,0,0,1.0,3.9,12926,1.05785,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 10-seed development opponent-pool comparison: temporal vs improved-v2; no holdout seeds inspected.,Temporal stacked-history candidate comparison after simplifying broad recovery overrides.,Use aggregate opponent-pool deltas to decide whether temporal history is promotable or only a failed/neutral candidate.
2026-05-26T06:39:33+00:00,SlimeVolley-v0,temporal,improved-v3,v3,archived heuristic,structural policy improvement,dev,9000,9010,10,-0.4,2.2891,-1,-4,4,3,6,1,0.3,-0.4,25462,2.109004,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 10-seed development opponent-pool comparison: temporal vs improved-v3; no holdout seeds inspected.,Temporal stacked-history candidate comparison after simplifying broad recovery overrides.,Use aggregate opponent-pool deltas to decide whether temporal history is promotable or only a failed/neutral candidate.
2026-05-26T06:40:11+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,evaluation-harness change,dev,9000,9050,50,-3.72,1.21721,-4,-5,-1,0,50,0,0.0,-3.72,132942,7.29555,pass,pass,088c70f,0be12d79ab11,4,0,Generation-4 full development opponent-pool comparison: improved vs builtin on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed current-improved development control.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:14+00:00,SlimeVolley-v0,improved,random,v0,random policy,evaluation-harness change,dev,9000,9050,50,4.06,1.3625,4,-2,5,49,1,0,0.98,4.06,38538,2.728674,pass,pass,088c70f,0be12d79ab11,4,0,Generation-4 full development opponent-pool comparison: improved vs random on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed current-improved development control.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:16+00:00,SlimeVolley-v0,improved,initial,v0,frozen heuristic,evaluation-harness change,dev,9000,9050,50,3.94,1.34774,4,-2,5,49,1,0,0.98,3.94,42930,2.671558,pass,pass,088c70f,0be12d79ab11,4,0,Generation-4 full development opponent-pool comparison: improved vs initial on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed current-improved development control.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:19+00:00,SlimeVolley-v0,improved,improved-v0,v0,archived heuristic,evaluation-harness change,dev,9000,9050,50,4.04,1.34104,4,-2,5,49,1,0,0.98,4.04,40720,2.563598,pass,pass,088c70f,0be12d79ab11,4,0,Generation-4 full development opponent-pool comparison: improved vs improved-v0 on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed current-improved development control.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:23+00:00,SlimeVolley-v0,improved,improved-v2,v2,archived heuristic,evaluation-harness change,dev,9000,9050,50,3.5,1.86815,4,-3,5,47,3,0,0.94,3.5,61606,3.843935,pass,pass,088c70f,0be12d79ab11,4,0,Generation-4 full development opponent-pool comparison: improved vs improved-v2 on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed current-improved development control.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:32+00:00,SlimeVolley-v0,improved,improved-v3,v3,archived heuristic,evaluation-harness change,dev,9000,9050,50,0.22,2.42726,0,-4,5,23,23,4,0.46,0.22,135453,8.471005,pass,pass,088c70f,0be12d79ab11,4,0,Generation-4 full development opponent-pool comparison: improved vs improved-v3 on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed current-improved development control.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:41+00:00,SlimeVolley-v0,temporal,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,9000,9050,50,-3.8,1.09545,-4,-5,-1,0,50,0,0.0,-3.8,131892,9.903035,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 full development opponent-pool comparison: temporal vs builtin on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed temporal stacked-history candidate after cooldown and broad-recovery failed directions were removed.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:45+00:00,SlimeVolley-v0,temporal,random,v0,random policy,structural policy improvement,dev,9000,9050,50,4.06,1.3625,4,-2,5,49,1,0,0.98,4.06,38262,3.499091,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 full development opponent-pool comparison: temporal vs random on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed temporal stacked-history candidate after cooldown and broad-recovery failed directions were removed.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:49+00:00,SlimeVolley-v0,temporal,initial,v0,frozen heuristic,structural policy improvement,dev,9000,9050,50,3.88,1.35115,4,-2,5,49,1,0,0.98,3.88,42801,3.621954,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 full development opponent-pool comparison: temporal vs initial on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed temporal stacked-history candidate after cooldown and broad-recovery failed directions were removed.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:52+00:00,SlimeVolley-v0,temporal,improved-v0,v0,archived heuristic,structural policy improvement,dev,9000,9050,50,4.04,1.34104,4,-2,5,49,1,0,0.98,4.04,40462,3.363535,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 full development opponent-pool comparison: temporal vs improved-v0 on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed temporal stacked-history candidate after cooldown and broad-recovery failed directions were removed.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:40:57+00:00,SlimeVolley-v0,temporal,improved-v2,v2,archived heuristic,structural policy improvement,dev,9000,9050,50,3.54,1.65179,4,-3,5,48,2,0,0.96,3.54,61690,5.099757,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 full development opponent-pool comparison: temporal vs improved-v2 on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed temporal stacked-history candidate after cooldown and broad-recovery failed directions were removed.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T06:41:08+00:00,SlimeVolley-v0,temporal,improved-v3,v3,archived heuristic,structural policy improvement,dev,9000,9050,50,0.3,2.63249,0.5,-5,5,25,21,4,0.5,0.3,129873,10.612754,pass,pass,088c70f,0be12d79ab11,4,10,Generation-4 full development opponent-pool comparison: temporal vs improved-v3 on seeds 9000..9049; no holdout seeds inspected.,Full 50-seed temporal stacked-history candidate after cooldown and broad-recovery failed directions were removed.,"Use full development-seed aggregate deltas to decide whether temporal history should remain a candidate, be promoted, or be reported as neutral/failed."
2026-05-26T19:38:54+00:00,SlimeVolley-v0,planner,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,9000,9050,50,-4.78,0.501597,-5,-5,-3,0,50,0,0.0,-4.78,33602,4.09506,pass,pass,088c70f,0888837e259d,5,7,"Generation-4 pure planner candidate: physics-feature structural policy with time-to-floor, net-clearance, wall-bounce, opponent-commitment, and jump-budget diagnostics.",Development evaluation of the pure planner candidate against the built-in opponent; compare against paired improved and temporal rows on the same seeds.,"If built-in score improves without pool regression, evaluate planner across the full development opponent pool before any holdout use."
2026-05-26T19:39:25+00:00,SlimeVolley-v0,teacher-assisted,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,9000,9050,50,-4.74,0.52192,-5,-5,-3,0,50,0,0.0,-4.74,29783,3.708258,pass,pass,088c70f,0888837e259d,5,7,Generation-4 teacher-assisted planner candidate: transparent planner variant with labeled teacher-rule margins but no runtime RNN calls.,Development evaluation of the teacher-assisted planner candidate against the built-in opponent; teacher label is separated from pure planner and must not be promoted without full opponent-pool evidence.,"If teacher-assisted margins improve built-in score, compare against the full development opponent pool and record teacher-distillation provenance before holdout."
2026-05-26T19:41:18+00:00,SlimeVolley-v0,planner,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,9000,9050,50,-4.74,0.52192,-5,-5,-3,0,50,0,0.0,-4.74,33811,4.360432,pass,pass,088c70f,0888837e259d,6,8,Generation-4 pure planner revision: preserve archived structural low-ball/rear-wall safety jumps inside the physics-feature planner after the first planner row regressed badly.,Prior pure planner row scored -4.78 vs builtin because loss-event diagnostics showed floor/net/rear-wall modes often selected non-jump movement actions. This revision widens urgent contact windows and preserves structural safety jumps.,"If this recovers built-in performance, evaluate planner across the full development opponent pool before any holdout use."
2026-05-26T19:42:02+00:00,SlimeVolley-v0,teacher-assisted,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,9000,9050,50,-4.78,0.501597,-5,-5,-3,0,50,0,0.0,-4.78,30248,3.807471,pass,pass,088c70f,0888837e259d,6,8,Generation-4 teacher-assisted planner revision: same structural safety guard as planner plus labeled teacher margins; no runtime RNN calls.,Prior teacher-assisted row scored -4.74 vs builtin. This row tests whether structural safety guards recover built-in performance before any full opponent-pool comparison.,Do not promote if built-in remains below improved; use traces to design a return-placement controller or a real teacher-distillation report.
2026-05-26T21:57:11+00:00,SlimeVolley-v0,baseline-rnn,builtin,slimevolleygym-baseline-rnn,built-in baseline,neural/RL baseline,dev,9000,9050,50,0.12,0.97242,0,-2,2,18,12,20,0.36,0.12,150000,9.532281,pass,pass,088c70f,afca0f1a071d,6,7,Generation-4 same-seed neural comparator run using slimevolleygym packaged baseline-rnn against the built-in RNN opponent.,No failure observed; use as paired generation-4 development evidence.,Compare opponent-pool regression checks against improved-v4 and baseline-rnn before promotion decisions.
2026-05-26T21:57:21+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,9000,9050,50,-2.26,1.50745,-2,-5,1,1,43,6,0.02,-2.26,145800,9.588927,pass,pass,088c70f,afca0f1a071d,6,7,Generation-4 structural front_hit_suppression policy edit: suppress jumps when the agent is in front of a descending own-side ball moving toward the net; trace diagnosis showed those contacts redirected balls into the agent half.,Still below the packaged RNN comparator on built-in development seeds; improvement is meaningful but the neural gap remains.,Inspect remaining built-in losses for post-contact recovery and serve/return placement modes before any holdout use.
2026-05-26T21:57:23+00:00,SlimeVolley-v0,improved,random,v0,random policy,structural policy improvement,dev,9000,9050,50,4.46,0.829699,5,2,5,50,0,0,1.0,4.46,34393,2.597343,pass,pass,088c70f,afca0f1a071d,6,7,Generation-4 structural front_hit_suppression policy edit: suppress jumps when the agent is in front of a descending own-side ball moving toward the net; trace diagnosis showed those contacts redirected balls into the agent half.,No failure observed; use as paired generation-4 development evidence.,Compare opponent-pool regression checks against improved-v4 and baseline-rnn before promotion decisions.
2026-05-26T21:57:26+00:00,SlimeVolley-v0,improved,initial,v0,frozen heuristic,structural policy improvement,dev,9000,9050,50,4.46,0.829699,5,2,5,50,0,0,1.0,4.46,38584,2.483255,pass,pass,088c70f,afca0f1a071d,6,7,Generation-4 structural front_hit_suppression policy edit: suppress jumps when the agent is in front of a descending own-side ball moving toward the net; trace diagnosis showed those contacts redirected balls into the agent half.,No failure observed; use as paired generation-4 development evidence.,Compare opponent-pool regression checks against improved-v4 and baseline-rnn before promotion decisions.
2026-05-26T21:57:29+00:00,SlimeVolley-v0,improved,improved-v0,v0,archived heuristic,structural policy improvement,dev,9000,9050,50,4.44,0.828493,5,2,5,50,0,0,1.0,4.44,37155,2.459276,pass,pass,088c70f,afca0f1a071d,6,7,Generation-4 structural front_hit_suppression policy edit: suppress jumps when the agent is in front of a descending own-side ball moving toward the net; trace diagnosis showed those contacts redirected balls into the agent half.,No failure observed; use as paired generation-4 development evidence.,Compare opponent-pool regression checks against improved-v4 and baseline-rnn before promotion decisions.
2026-05-26T21:57:33+00:00,SlimeVolley-v0,improved,improved-v2,v2,archived heuristic,structural policy improvement,dev,9000,9050,50,4.14,1.0002,4,1,5,50,0,0,1.0,4.14,59153,3.984212,pass,pass,088c70f,afca0f1a071d,6,7,Generation-4 structural front_hit_suppression policy edit: suppress jumps when the agent is in front of a descending own-side ball moving toward the net; trace diagnosis showed those contacts redirected balls into the agent half.,No failure observed; use as paired generation-4 development evidence.,Compare opponent-pool regression checks against improved-v4 and baseline-rnn before promotion decisions.
2026-05-26T21:57:42+00:00,SlimeVolley-v0,improved,improved-v3,v3,archived heuristic,structural policy improvement,dev,9000,9050,50,1.86,2.13551,2,-3,5,34,8,8,0.68,1.86,133154,8.793467,pass,pass,088c70f,afca0f1a071d,6,7,Generation-4 structural front_hit_suppression policy edit: suppress jumps when the agent is in front of a descending own-side ball moving toward the net; trace diagnosis showed those contacts redirected balls into the agent half.,No failure observed; use as paired generation-4 development evidence.,Compare opponent-pool regression checks against improved-v4 and baseline-rnn before promotion decisions.
2026-05-26T21:57:52+00:00,SlimeVolley-v0,improved,improved-v4,v4,archived heuristic,structural policy improvement,dev,9000,9050,50,1.34,2.13176,2,-3,5,30,11,9,0.6,1.34,140977,9.332892,pass,pass,088c70f,afca0f1a071d,6,7,Generation-4 structural front_hit_suppression policy edit: suppress jumps when the agent is in front of a descending own-side ball moving toward the net; trace diagnosis showed those contacts redirected balls into the agent half.,No failure observed; use as paired generation-4 development evidence.,Compare opponent-pool regression checks against improved-v4 and baseline-rnn before promotion decisions.
2026-05-26T22:15:48+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,9000,9050,50,-2.24,1.47729,-2,-5,1,1,43,6,0.02,-2.24,145800,9.905138,pass,pass,088c70f,f84296006c64,7,8,"Generation-4 structural rear_wall_low_jump policy edit: when a low descending ball reaches the rear boundary, jump forward instead of backing away below the normal jump threshold; traced losses showed rear-wall balls just below jump_y_min were not being contested.","Still far below the packaged RNN comparator on built-in development seeds; rear_wall_low_jump is a small positive step, not a solution.",Inspect remaining front-net and floor-low built-in losses before any holdout use.
2026-05-26T22:15:51+00:00,SlimeVolley-v0,improved,random,v0,random policy,structural policy improvement,dev,9000,9050,50,4.5,0.754983,5,2,5,50,0,0,1.0,4.5,34145,2.510712,pass,pass,088c70f,f84296006c64,7,8,"Generation-4 structural rear_wall_low_jump policy edit: when a low descending ball reaches the rear boundary, jump forward instead of backing away below the normal jump threshold; traced losses showed rear-wall balls just below jump_y_min were not being contested.",No failure observed; use as paired generation-4 development evidence.,Compare archived-opponent regressions before promoting any broader rescue mode.
2026-05-26T22:15:54+00:00,SlimeVolley-v0,improved,initial,v0,frozen heuristic,structural policy improvement,dev,9000,9050,50,4.5,0.754983,5,2,5,50,0,0,1.0,4.5,38308,2.544236,pass,pass,088c70f,f84296006c64,7,8,"Generation-4 structural rear_wall_low_jump policy edit: when a low descending ball reaches the rear boundary, jump forward instead of backing away below the normal jump threshold; traced losses showed rear-wall balls just below jump_y_min were not being contested.",No failure observed; use as paired generation-4 development evidence.,Compare archived-opponent regressions before promoting any broader rescue mode.
2026-05-26T22:15:56+00:00,SlimeVolley-v0,improved,improved-v0,v0,archived heuristic,structural policy improvement,dev,9000,9050,50,4.48,0.754718,5,2,5,50,0,0,1.0,4.48,36877,2.40875,pass,pass,088c70f,f84296006c64,7,8,"Generation-4 structural rear_wall_low_jump policy edit: when a low descending ball reaches the rear boundary, jump forward instead of backing away below the normal jump threshold; traced losses showed rear-wall balls just below jump_y_min were not being contested.",No failure observed; use as paired generation-4 development evidence.,Compare archived-opponent regressions before promoting any broader rescue mode.
2026-05-26T22:16:01+00:00,SlimeVolley-v0,improved,improved-v2,v2,archived heuristic,structural policy improvement,dev,9000,9050,50,4.16,0.945727,4,2,5,50,0,0,1.0,4.16,58942,3.845336,pass,pass,088c70f,f84296006c64,7,8,"Generation-4 structural rear_wall_low_jump policy edit: when a low descending ball reaches the rear boundary, jump forward instead of backing away below the normal jump threshold; traced losses showed rear-wall balls just below jump_y_min were not being contested.",No failure observed; use as paired generation-4 development evidence.,Compare archived-opponent regressions before promoting any broader rescue mode.
2026-05-26T22:16:10+00:00,SlimeVolley-v0,improved,improved-v3,v3,archived heuristic,structural policy improvement,dev,9000,9050,50,1.94,2.02396,2,-2,5,35,7,8,0.7,1.94,134546,8.887321,pass,pass,088c70f,f84296006c64,7,8,"Generation-4 structural rear_wall_low_jump policy edit: when a low descending ball reaches the rear boundary, jump forward instead of backing away below the normal jump threshold; traced losses showed rear-wall balls just below jump_y_min were not being contested.",No failure observed; use as paired generation-4 development evidence.,Compare archived-opponent regressions before promoting any broader rescue mode.
2026-05-26T22:16:19+00:00,SlimeVolley-v0,improved,improved-v4,v4,archived heuristic,structural policy improvement,dev,9000,9050,50,1.32,2.13016,2,-3,5,30,13,7,0.6,1.32,141875,9.500287,pass,pass,088c70f,f84296006c64,7,8,"Generation-4 structural rear_wall_low_jump policy edit: when a low descending ball reaches the rear boundary, jump forward instead of backing away below the normal jump threshold; traced losses showed rear-wall balls just below jump_y_min were not being contested.",No failure observed; use as paired generation-4 development evidence.,Compare archived-opponent regressions before promoting any broader rescue mode.
2026-05-26T22:16:30+00:00,SlimeVolley-v0,improved,improved-v5,v5,archived heuristic,structural policy improvement,dev,9000,9050,50,0.16,2.06262,0,-5,5,17,19,14,0.34,0.16,146970,10.31991,pass,pass,088c70f,f84296006c64,7,8,"Generation-4 structural rear_wall_low_jump policy edit: when a low descending ball reaches the rear boundary, jump forward instead of backing away below the normal jump threshold; traced losses showed rear-wall balls just below jump_y_min were not being contested.",No failure observed; use as paired generation-4 development evidence.,Compare archived-opponent regressions before promoting any broader rescue mode.
2026-05-26T22:21:59+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,logging/diagnostics change,dev,9000,9050,50,-2.24,1.47729,-2,-5,1,1,43,6,0.02,-2.24,145800,9.894441,pass,pass,088c70f,f84296006c64,7,8,Generation-4 development-only trace refresh for current improved vs builtin after rear_wall_low_jump; no policy code changed.,Current heuristic still trails baseline-rnn; collect point-event traces to diagnose remaining built-in losses.,Classify point-loss trace buckets and promote only a targeted structural rule that improves fixed development seeds without archived-opponent regressions.
2026-05-26T22:24:24+00:00,SlimeVolley-v0,baseline-rnn,builtin,slimevolleygym-baseline-rnn,built-in baseline,logging/diagnostics change,dev,9000,9050,50,0.12,0.97242,0,-2,2,18,12,20,0.36,0.12,150000,9.73472,pass,pass,088c70f,f84296006c64,7,8,Generation-4 development-only trace refresh for baseline-rnn vs builtin; no heuristic policy code changed.,Trace the neural comparator on the same development seeds to compare point-loss shapes; do not use holdout or audit seeds.,Use comparator traces only as diagnostic context for transparent rule discovery; any maintained improvement must be a code/config/test edit.
2026-05-26T22:31:49+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,9000,9050,50,-2.72,1.5105,-3,-5,1,1,45,4,0.02,-2.72,140024,9.679665,pass,pass,088c70f,8602a03f3b30,8,10,"Generation-4 structural front_net_low_scoop policy edit: when a low descending ball drops near the net, continue moving forward and allow a below-normal jump to contest the drop; archived prior behavior as improved-v6.",Development traces after rear_wall_low_jump showed 75 low near-net point losses for current improved versus 7 for baseline-rnn on the same dev seeds; the old overcommit guard often stopped at x about 0.267 while the ball fell around x 0.10..0.20.,"If built-in mean improves, evaluate the same code against random, initial, and archived opponents including improved-v6; otherwise roll back or narrow the near-net scoop guard."
2026-05-26T22:33:28+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,9000,9050,50,-2.36,1.52,-2,-5,1,1,44,5,0.02,-2.36,142671,9.576429,pass,pass,088c70f,8602a03f3b30,9,11,Generation-4 revised front_net_low_scoop: narrow the failed broad detector to low near-net balls moving back toward the agent while the agent is already at the front guard.,"The prior broad front_net_low_scoop row worsened built-in dev mean to -2.72, so it over-triggered. This revision keeps the same structural idea but gates on positive ball_vx, tighter x/y windows, and agent_x near the front guard.","If this recovers or improves built-in score, run archived-opponent regression checks including improved-v6; otherwise roll back the scoop mode and keep the failed row as evidence."
