timestamp,environment,policy_version,opponent_name,opponent_version,opponent_kind,change_type,split,seed_start,seed_stop_exclusive,episodes,mean,std,median,min,max,wins,losses,draws,win_rate,life_difference_mean,environment_steps,wall_clock_seconds,pass_fail,tests_pass_fail,git_commit,diff_identifier,agent_iterations,code_edits,change_summary,failure_analysis,next_hypothesis
2026-05-25T19:23:07+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,6000,6050,50,,,,,,0,0,0,,,0,0.000111,fail,pass,088c70f,ac52c515cc9a,0,0,SlimeVolley evaluation run.,SlimeVolleyDependencyError: SlimeVolley requires optional legacy dependencies: gym and slimevolleygym. Current status: ModuleNotFoundError: No module named 'gym',Compare opponent-pool performance across fixed seeds.
2026-05-25T19:24:38+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,6000,6050,50,-4.24,1.01114,-5,-5,0,0,49,1,0.0,-4.24,113541,7.194711,pass,pass,088c70f,ac52c515cc9a,0,0,SlimeVolley evaluation run.,No failure observed.,Compare opponent-pool performance across fixed seeds.
2026-05-25T20:02:19+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,32236,1.853364,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 3/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:21+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,1.5,2.3516,2,-4,5,38,12,0,0.76,1.5,33960,2.433041,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 3/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:24+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,-0.44,2.5625,-1,-5,4,22,28,0,0.44,-0.44,37890,2.411892,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 3/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:26+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,-0.4,2.5923,-1,-5,4,23,27,0,0.46,-0.4,38201,2.5006,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 3/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:29+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-2.72,1.83347,-3,-5,3,4,46,0,0.08,-2.72,39831,2.609434,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 3/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:31+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.86,0.529528,-5,-5,-2,0,50,0,0.0,-4.86,35588,2.091718,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 4/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:34+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,2.42,2.23687,3,-3,5,44,6,0,0.88,2.42,34298,2.487558,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 4/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:36+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,0.82,2.50352,2,-5,5,32,18,0,0.64,0.82,40458,2.586549,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 4/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:39+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,1.1,2.5,2,-5,5,35,15,0,0.7,1.1,40479,2.599579,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 4/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:42+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-1.86,2.04949,-2,-5,3,8,42,0,0.16,-1.86,46271,3.03485,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 4/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:44+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,33666,1.992047,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 5/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:47+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,1.68,2.38696,2,-4,5,37,13,0,0.74,1.68,35055,2.538146,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 5/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:49+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,0.06,2.70858,1,-5,5,26,24,0,0.52,0.06,39036,2.443221,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 5/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:52+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,0.26,2.6744,1,-5,5,29,21,0,0.58,0.26,39676,2.608169,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 5/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:55+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-2.1,2.17486,-3,-5,3,8,42,0,0.16,-2.1,43228,2.784453,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 5/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:02:57+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,32838,1.922098,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 6/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:00+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,1.38,2.42396,2,-4,5,36,14,0,0.72,1.38,34184,2.48244,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 6/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:02+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,-0.3,2.62488,-1,-5,5,22,28,0,0.44,-0.3,37922,2.3962,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 6/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:05+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,-0.18,2.62823,-1,-5,5,24,26,0,0.48,-0.18,38489,2.557718,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 6/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:08+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-2.48,2.05173,-3,-5,3,6,44,0,0.12,-2.48,40632,2.660739,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 6/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:10+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,35117,2.004424,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 7/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:12+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,2.58,2.06,3,-3,5,45,5,0,0.9,2.58,33836,2.41809,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 7/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:15+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,0.76,2.45406,1.5,-4,5,32,18,0,0.64,0.76,39694,2.547188,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 7/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:18+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,0.92,2.52063,1.5,-5,5,33,17,0,0.66,0.92,39720,2.645816,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 7/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:21+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-1.96,2.09724,-2.5,-5,5,7,43,0,0.14,-1.96,45087,2.958937,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 7/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:23+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,33276,1.948107,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 8/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:25+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,1.62,2.44041,2,-4,5,38,12,0,0.76,1.62,34431,2.463695,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 8/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:28+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,-0.1,2.6096,0,-5,5,25,25,0,0.5,-0.1,39021,2.472065,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 8/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:31+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,0.08,2.57558,1,-5,5,28,22,0,0.56,0.08,39757,2.614302,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 8/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:34+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-2.2,1.98997,-3,-5,3,7,43,0,0.14,-2.2,42892,2.783784,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 8/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:36+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,32171,1.903932,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 9/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:38+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,1.5,2.3516,2,-4,5,38,12,0,0.76,1.5,33748,2.400447,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 9/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:41+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,-0.32,2.61105,-1,-5,5,22,28,0,0.44,-0.32,37475,2.397574,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 9/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:44+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,-0.14,2.55351,0,-5,5,25,25,0,0.5,-0.14,38545,2.465355,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 9/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:46+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-2.68,1.902,-3,-5,3,5,45,0,0.1,-2.68,39807,2.514955,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 9/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:48+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.88,0.474974,-5,-5,-2,0,50,0,0.0,-4.88,35129,2.063583,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 10/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:51+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,2.44,2.32517,3,-4,5,43,7,0,0.86,2.44,34284,2.49942,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 10/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:54+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,0.72,2.60031,2,-5,5,32,18,0,0.64,0.72,39903,2.570817,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 10/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:03:57+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,0.84,2.65601,2,-5,5,32,18,0,0.64,0.84,40002,2.629555,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 10/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:00+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-1.84,2.09151,-2.5,-5,3,10,40,0,0.2,-1.84,45578,3.012861,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 10/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:02+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,33512,1.949926,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 11/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:05+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,1.6,2.38328,2,-4,5,37,13,0,0.74,1.6,35440,2.632704,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 11/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:08+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,-0.1,2.66271,0,-5,5,25,25,0,0.5,-0.1,39322,2.541047,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 11/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:10+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,0.16,2.60277,1,-5,5,29,21,0,0.58,0.16,40176,2.576838,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 11/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:13+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-2.2,2,-3,-5,3,7,43,0,0.14,-2.2,43280,2.814903,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 11/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:15+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.9,0.458258,-5,-5,-2,0,50,0,0.0,-4.9,32236,1.921131,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 12/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:18+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,1.5,2.3516,2,-4,5,38,12,0,0.76,1.5,33960,2.484652,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 12/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:21+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,-0.44,2.5625,-1,-5,4,22,28,0,0.44,-0.44,37890,2.45857,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 12/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:23+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,6000,6050,50,-0.4,2.5923,-1,-5,4,23,27,0,0.46,-0.4,38201,2.48624,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 12/16 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:26+00:00,SlimeVolley-v0,tuned,improved-v2,v2,archived heuristic,scalar/config tuning,dev,6000,6050,50,-2.72,1.83347,-3,-5,3,4,46,0,0.08,-2.72,39831,2.675112,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 12/16 against improved-v2; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:28+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,6000,6050,50,-4.86,0.529528,-5,-5,-2,0,50,0,0.0,-4.86,35588,2.038266,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 13/16 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:31+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,6000,6050,50,2.42,2.23687,3,-3,5,44,6,0,0.88,2.42,34298,2.462454,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 13/16 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-25T20:04:34+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,6000,6050,50,0.82,2.50352,2,-5,5,32,18,0,0.64,0.82,40508,2.634804,pass,pass,088c70f,67be3d785359,1,2,SlimeVolley scalar search candidate 13/16 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
