timestamp,environment,policy_version,opponent_name,opponent_version,opponent_kind,change_type,split,seed_start,seed_stop_exclusive,episodes,mean,std,median,min,max,wins,losses,draws,win_rate,life_difference_mean,environment_steps,wall_clock_seconds,pass_fail,tests_pass_fail,git_commit,diff_identifier,agent_iterations,code_edits,change_summary,failure_analysis,next_hypothesis
2026-05-24T18:36:45+00:00,SlimeVolley-v0,random,initial,v0,frozen heuristic,logging/diagnostics change,dev,0,20,20,-2.25,1.66958,-2,-5,2,2,18,0,0.1,-2.25,13848,0.770031,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for random against initial on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:36:46+00:00,SlimeVolley-v0,random,improved-v0,v0,archived heuristic,logging/diagnostics change,dev,0,20,20,-2.5,1.5,-2.5,-5,2,1,19,0,0.05,-2.5,13949,0.788664,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for random against improved-v0 on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:36:46+00:00,SlimeVolley-v0,initial,builtin,slimevolleygym-baseline-rnn,built-in baseline,evaluation-harness change,dev,0,20,20,-4.95,0.217945,-5,-5,-4,0,20,0,0.0,-4.95,12914,0.580133,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for initial against builtin on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:36:47+00:00,SlimeVolley-v0,initial,random,v0,random policy,evaluation-harness change,dev,0,20,20,1.9,2.46779,2,-3,5,16,4,0,0.8,1.9,13432,0.759959,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for initial against random on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:36:48+00:00,SlimeVolley-v0,initial,initial,v0,frozen heuristic,evaluation-harness change,dev,0,20,20,0.25,2.50749,1,-5,5,11,9,0,0.55,0.25,16067,0.763214,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for initial against initial on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:36:49+00:00,SlimeVolley-v0,initial,improved-v0,v0,archived heuristic,evaluation-harness change,dev,0,20,20,-0.15,2.47538,-1,-5,4,8,12,0,0.4,-0.15,16379,0.83979,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for initial against improved-v0 on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:36:49+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,evaluation-harness change,dev,0,20,20,-5,0,-5,-5,-5,0,20,0,0.0,-5.0,12799,0.622035,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for improved against builtin on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:36:50+00:00,SlimeVolley-v0,improved,random,v0,random policy,evaluation-harness change,dev,0,20,20,1.6,3.00666,3,-4,5,13,7,0,0.65,1.6,13098,0.722936,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for improved against random on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:36:51+00:00,SlimeVolley-v0,improved,initial,v0,frozen heuristic,evaluation-harness change,dev,0,20,20,0.4,2.67208,1.5,-5,4,11,9,0,0.55,0.4,15396,0.754927,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for improved against initial on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:36:52+00:00,SlimeVolley-v0,improved,improved-v0,v0,archived heuristic,evaluation-harness change,dev,0,20,20,0.25,2.75454,0,-5,4,10,10,0,0.5,0.25,15625,0.781834,pass,not_recorded,088c70f,64f3c80701de,2,7,Real SlimeVolley development-seed evaluation for improved against improved-v0 on fixed seeds 0..19.,No failure observed.,Compare policy and opponent-pool aggregates before proposing any structural SlimeVolley policy change.
2026-05-24T18:41:35+00:00,SlimeVolley-v0,random,builtin,slimevolleygym-baseline-rnn,built-in baseline,bug fix,dev,0,20,20,-4.85,0.357071,-5,-5,-4,0,20,0,0.0,-4.85,11582,0.735598,pass,not_recorded,088c70f,64f3c80701de,3,8,Re-evaluate random against the built-in SlimeVolley opponent after fixing built-in RNN reset per episode.,Prior built-in-opponent rows may have carried recurrent opponent state across episodes because SlimeVolleyEnv.reset() does not reset env.policy.,"If built-in performance remains poor after the reset fix, treat the loss as a policy failure rather than harness contamination."
2026-05-24T18:41:35+00:00,SlimeVolley-v0,initial,builtin,slimevolleygym-baseline-rnn,built-in baseline,bug fix,dev,0,20,20,-4.95,0.217945,-5,-5,-4,0,20,0,0.0,-4.95,13159,0.616395,pass,not_recorded,088c70f,64f3c80701de,3,8,Re-evaluate initial against the built-in SlimeVolley opponent after fixing built-in RNN reset per episode.,Prior built-in-opponent rows may have carried recurrent opponent state across episodes because SlimeVolleyEnv.reset() does not reset env.policy.,"If built-in performance remains poor after the reset fix, treat the loss as a policy failure rather than harness contamination."
2026-05-24T18:41:36+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,bug fix,dev,0,20,20,-5,0,-5,-5,-5,0,20,0,0.0,-5.0,13136,0.626505,pass,not_recorded,088c70f,64f3c80701de,3,8,Re-evaluate improved against the built-in SlimeVolley opponent after fixing built-in RNN reset per episode.,Prior built-in-opponent rows may have carried recurrent opponent state across episodes because SlimeVolleyEnv.reset() does not reset env.policy.,"If built-in performance remains poor after the reset fix, treat the loss as a policy failure rather than harness contamination."
2026-05-24T18:45:18+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,0,20,20,-4.95,0.217945,-5,-5,-4,0,20,0,0.0,-4.95,14344,0.829499,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 1/8 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:19+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,0,20,20,2.75,1.86748,3,-3,5,19,1,0,0.95,2.75,13712,0.750743,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 1/8 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:19+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,0,20,20,1.35,2.39322,2,-5,5,16,4,0,0.8,1.35,16289,0.781007,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 1/8 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:20+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,0,20,20,1.2,2.13542,2,-4,4,15,5,0,0.75,1.2,17453,0.836943,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 1/8 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:21+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,0,20,20,-4.95,0.217945,-5,-5,-4,0,20,0,0.0,-4.95,13712,0.636516,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 2/8 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:22+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,0,20,20,2.35,2.43465,2.5,-4,5,18,2,0,0.9,2.35,13029,0.709366,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 2/8 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:22+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,0,20,20,0.8,2.7313,1,-5,5,13,7,0,0.65,0.8,15344,0.736969,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 2/8 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:23+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,0,20,20,0.8,2.63818,1,-5,5,13,7,0,0.65,0.8,16112,0.775842,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 2/8 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:24+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,0,20,20,-4.95,0.217945,-5,-5,-4,0,20,0,0.0,-4.95,13370,0.617551,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 3/8 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:25+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,0,20,20,1.65,2.24221,2,-3,5,16,4,0,0.8,1.65,14079,0.772075,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 3/8 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:26+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,0,20,20,0.25,2.48747,1,-5,5,11,9,0,0.55,0.25,15777,0.761605,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 3/8 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:26+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,0,20,20,-0.25,2.38485,-1,-5,4,8,12,0,0.4,-0.25,16189,0.768488,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 3/8 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:27+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,0,20,20,-4.95,0.217945,-5,-5,-4,0,20,0,0.0,-4.95,14097,0.647101,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 4/8 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:28+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,0,20,20,2.45,2.29074,3,-4,5,17,3,0,0.85,2.45,13732,0.722847,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 4/8 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:29+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,0,20,20,0.9,2.48797,1,-5,5,13,7,0,0.65,0.9,16389,0.764435,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 4/8 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:29+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,0,20,20,0.7,2.14709,1,-4,4,12,8,0,0.6,0.7,17430,0.844746,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 4/8 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:30+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,0,20,20,-4.95,0.217945,-5,-5,-4,0,20,0,0.0,-4.95,13159,0.594637,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 5/8 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:31+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,0,20,20,1.9,2.46779,2,-3,5,16,4,0,0.8,1.9,13432,0.728501,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 5/8 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:32+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,0,20,20,0.25,2.50749,1,-5,5,11,9,0,0.55,0.25,16067,0.774966,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 5/8 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:32+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,0,20,20,-0.15,2.47538,-1,-5,4,8,12,0,0.4,-0.15,16379,0.798938,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 5/8 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:33+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,0,20,20,-4.95,0.217945,-5,-5,-4,0,20,0,0.0,-4.95,12989,0.577667,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 6/8 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:34+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,0,20,20,1.55,2.37645,2,-3,5,15,5,0,0.75,1.55,13686,0.745784,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 6/8 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:35+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,0,20,20,0,2.46982,0,-5,5,10,10,0,0.5,0.0,15709,0.753497,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 6/8 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:35+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,0,20,20,-0.7,2.17025,-1,-5,4,6,14,0,0.3,-0.7,16235,0.805942,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 6/8 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:36+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,0,20,20,-4.95,0.217945,-5,-5,-4,0,20,0,0.0,-4.95,14130,0.653057,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 7/8 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:37+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,0,20,20,2.45,2.15581,3,-3,5,17,3,0,0.85,2.45,13487,0.700232,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 7/8 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:38+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,0,20,20,0.85,2.53525,1,-5,5,13,7,0,0.65,0.85,16057,0.754889,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 7/8 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:38+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,0,20,20,0.6,2.13073,1,-4,3,12,8,0,0.6,0.6,17164,0.816746,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 7/8 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:39+00:00,SlimeVolley-v0,tuned,builtin,slimevolleygym-baseline-rnn,built-in baseline,scalar/config tuning,dev,0,20,20,-4.9,0.3,-5,-5,-4,0,20,0,0.0,-4.9,13436,0.610274,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 8/8 against builtin; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:40+00:00,SlimeVolley-v0,tuned,random,v0,random policy,scalar/config tuning,dev,0,20,20,2,2.50998,2.5,-4,5,16,4,0,0.8,2.0,13202,0.714837,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 8/8 against random; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:41+00:00,SlimeVolley-v0,tuned,initial,v0,frozen heuristic,scalar/config tuning,dev,0,20,20,0.3,2.5318,1,-5,5,11,9,0,0.55,0.3,15831,0.751651,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 8/8 against initial; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:45:41+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,scalar/config tuning,dev,0,20,20,-0.15,2.4551,-1,-5,4,8,12,0,0.4,-0.15,16341,0.788098,pass,not_recorded,088c70f,3b1de978d4ab,4,9,SlimeVolley scalar search candidate 8/8 against improved-v0; no structural policy code changed.,No failure observed.,Select scalar config on development seeds using average opponent score with mean - 0 * std per opponent.
2026-05-24T18:50:36+00:00,SlimeVolley-v0,improved,builtin,slimevolleygym-baseline-rnn,built-in baseline,structural policy improvement,dev,0,20,20,-5,0,-5,-5,-5,0,20,0,0.0,-5.0,21625,1.185129,pass,not_recorded,088c70f,3b1de978d4ab,5,10,Structural SlimeVolley policy update: add low-ball rescue mode that targets the actual ball x-position for late descending balls; evaluate against builtin on fixed dev seeds 0..19.,Trace diagnosis showed late descending balls landing in front of the agent while the previous controller backed up toward a predicted future x.,"If broad opponent-pool score improves but built-in remains unsolved, next structural iteration should target built-in serve/return patterns rather than low-ball pickup."
2026-05-24T18:50:37+00:00,SlimeVolley-v0,improved,random,v0,random policy,structural policy improvement,dev,0,20,20,3.1,2.18861,4,-2,5,18,2,0,0.9,3.1,13785,0.751512,pass,not_recorded,088c70f,3b1de978d4ab,5,10,Structural SlimeVolley policy update: add low-ball rescue mode that targets the actual ball x-position for late descending balls; evaluate against random on fixed dev seeds 0..19.,Trace diagnosis showed late descending balls landing in front of the agent while the previous controller backed up toward a predicted future x.,"If broad opponent-pool score improves but built-in remains unsolved, next structural iteration should target built-in serve/return patterns rather than low-ball pickup."
2026-05-24T18:50:37+00:00,SlimeVolley-v0,improved,initial,v0,frozen heuristic,structural policy improvement,dev,0,20,20,2.7,2.1,3,-3,5,18,2,0,0.9,2.7,15859,0.78164,pass,not_recorded,088c70f,3b1de978d4ab,5,10,Structural SlimeVolley policy update: add low-ball rescue mode that targets the actual ball x-position for late descending balls; evaluate against initial on fixed dev seeds 0..19.,Trace diagnosis showed late descending balls landing in front of the agent while the previous controller backed up toward a predicted future x.,"If broad opponent-pool score improves but built-in remains unsolved, next structural iteration should target built-in serve/return patterns rather than low-ball pickup."
2026-05-24T18:50:39+00:00,SlimeVolley-v0,improved,improved-v0,v0,archived heuristic,structural policy improvement,dev,0,20,20,0.35,2.35106,-1,-3,4,9,11,0,0.45,0.35,23401,1.136501,pass,not_recorded,088c70f,3b1de978d4ab,5,10,Structural SlimeVolley policy update: add low-ball rescue mode that targets the actual ball x-position for late descending balls; evaluate against improved-v0 on fixed dev seeds 0..19.,Trace diagnosis showed late descending balls landing in front of the agent while the previous controller backed up toward a predicted future x.,"If broad opponent-pool score improves but built-in remains unsolved, next structural iteration should target built-in serve/return patterns rather than low-ball pickup."
2026-05-24T18:51:49+00:00,SlimeVolley-v0,improved,improved-v0,v0,archived heuristic,bug fix,dev,0,20,20,2.65,2.08026,3,-3,5,18,2,0,0.9,2.65,16270,1.013776,pass,not_recorded,088c70f,b472d78b68a6,5,11,Re-evaluate improved against frozen improved-v0 archive after fixing archived opponent construction.,Previous improved-v0 opponent rows after the low-ball-rescue edit were contaminated because improved-v0 was constructed from the live structural policy instead of a frozen archive.,Use these corrected rows for archive-regression comparisons; keep the contaminated historical rows visible in the ledger.
2026-05-24T18:51:50+00:00,SlimeVolley-v0,tuned,improved-v0,v0,archived heuristic,bug fix,dev,0,20,20,1.2,2.13542,2,-4,4,15,5,0,0.75,1.2,17453,0.86672,pass,not_recorded,088c70f,b472d78b68a6,5,11,Re-evaluate tuned against frozen improved-v0 archive after fixing archived opponent construction.,Previous improved-v0 opponent rows after the low-ball-rescue edit were contaminated because improved-v0 was constructed from the live structural policy instead of a frozen archive.,Use these corrected rows for archive-regression comparisons; keep the contaminated historical rows visible in the ledger.
