timestamp,environment,policy_version,change_type,split,seed_start,seed_stop_exclusive,episodes,mean,std,median,min,max,environment_steps,wall_clock_seconds,pass_fail,git_commit,diff_identifier,agent_iterations,code_edits,change_summary,failure_analysis,next_hypothesis
2026-05-20T06:15:07+00:00,CartPole-v1,tuned,scalar/config tuning,dev,0,20,20,500,0,500,500,500,10000,0.258412,pass,d3c6593,clean,2,0,Scalar search candidate 4/8 for CartPole-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:08+00:00,CartPole-v1,tuned,scalar/config tuning,dev,0,20,20,500,0,500,500,500,10000,0.227258,pass,d3c6593,clean,2,0,Scalar search candidate 5/8 for CartPole-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:08+00:00,CartPole-v1,tuned,scalar/config tuning,dev,0,20,20,500,0,500,500,500,10000,0.364419,pass,d3c6593,clean,2,0,Scalar search candidate 6/8 for CartPole-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:08+00:00,CartPole-v1,tuned,scalar/config tuning,dev,0,20,20,500,0,500,500,500,10000,0.380811,pass,d3c6593,clean,2,0,Scalar search candidate 7/8 for CartPole-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:09+00:00,CartPole-v1,tuned,scalar/config tuning,dev,0,20,20,500,0,500,500,500,10000,0.346784,pass,d3c6593,clean,2,0,Scalar search candidate 8/8 for CartPole-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:09+00:00,MountainCar-v0,tuned,scalar/config tuning,dev,0,20,20,-120.15,3.07042,-121,-124,-114,2403,0.114358,pass,d3c6593,clean,2,0,Scalar search candidate 1/8 for MountainCar-v0; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:09+00:00,MountainCar-v0,tuned,scalar/config tuning,dev,0,20,20,-120.15,3.07042,-121,-124,-114,2403,0.108897,pass,d3c6593,clean,2,0,Scalar search candidate 2/8 for MountainCar-v0; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:09+00:00,MountainCar-v0,tuned,scalar/config tuning,dev,0,20,20,-120.15,3.07042,-121,-124,-114,2403,0.066061,pass,d3c6593,clean,2,0,Scalar search candidate 3/8 for MountainCar-v0; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:09+00:00,MountainCar-v0,tuned,scalar/config tuning,dev,0,20,20,-120.15,3.07042,-121,-124,-114,2403,0.065245,pass,d3c6593,clean,2,0,Scalar search candidate 4/8 for MountainCar-v0; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:10+00:00,MountainCar-v0,tuned,scalar/config tuning,dev,0,20,20,-120.15,3.07042,-121,-124,-114,2403,0.08751,pass,d3c6593,clean,2,0,Scalar search candidate 5/8 for MountainCar-v0; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:10+00:00,MountainCar-v0,tuned,scalar/config tuning,dev,0,20,20,-120.15,3.07042,-121,-124,-114,2403,0.077595,pass,d3c6593,clean,2,0,Scalar search candidate 6/8 for MountainCar-v0; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:10+00:00,MountainCar-v0,tuned,scalar/config tuning,dev,0,20,20,-120.15,3.07042,-121,-124,-114,2403,0.08632,pass,d3c6593,clean,2,0,Scalar search candidate 7/8 for MountainCar-v0; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:10+00:00,MountainCar-v0,tuned,scalar/config tuning,dev,0,20,20,-120.15,3.07042,-121,-124,-114,2403,0.075748,pass,d3c6593,clean,2,0,Scalar search candidate 8/8 for MountainCar-v0; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:11+00:00,Acrobot-v1,tuned,scalar/config tuning,dev,0,20,20,-97.5,30.0125,-85.5,-216,-79,1970,0.471332,pass,d3c6593,clean,2,0,Scalar search candidate 1/8 for Acrobot-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:11+00:00,Acrobot-v1,tuned,scalar/config tuning,dev,0,20,20,-112.3,36.2341,-97,-212,-80,2266,0.508068,pass,d3c6593,clean,2,0,Scalar search candidate 2/8 for Acrobot-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:12+00:00,Acrobot-v1,tuned,scalar/config tuning,dev,0,20,20,-113.35,35.5405,-99,-207,-76,2287,0.476822,pass,d3c6593,clean,2,0,Scalar search candidate 3/8 for Acrobot-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:12+00:00,Acrobot-v1,tuned,scalar/config tuning,dev,0,20,20,-103.05,35.3235,-82,-207,-73,2081,0.299906,pass,d3c6593,clean,2,0,Scalar search candidate 4/8 for Acrobot-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:13+00:00,Acrobot-v1,tuned,scalar/config tuning,dev,0,20,20,-110.15,30.9956,-99.5,-198,-72,2223,0.443313,pass,d3c6593,clean,2,0,Scalar search candidate 5/8 for Acrobot-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:13+00:00,Acrobot-v1,tuned,scalar/config tuning,dev,0,20,20,-118.45,34.2629,-101,-183,-83,2389,0.494318,pass,d3c6593,clean,2,0,Scalar search candidate 6/8 for Acrobot-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:14+00:00,Acrobot-v1,tuned,scalar/config tuning,dev,0,20,20,-111.15,31.4265,-100,-205,-73,2243,0.506894,pass,d3c6593,clean,2,0,Scalar search candidate 7/8 for Acrobot-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:14+00:00,Acrobot-v1,tuned,scalar/config tuning,dev,0,20,20,-119.45,37.2793,-99.5,-205,-72,2409,0.576672,pass,d3c6593,clean,2,0,Scalar search candidate 8/8 for Acrobot-v1; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:16+00:00,LunarLander-v3,tuned,scalar/config tuning,dev,0,20,20,270.415,21.8291,265.805,233.869,308.809,5618,1.11165,pass,d3c6593,clean,2,0,Scalar search candidate 1/8 for LunarLander-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:17+00:00,LunarLander-v3,tuned,scalar/config tuning,dev,0,20,20,244.739,67.287,263.651,11.6455,304.917,6060,1.172013,pass,d3c6593,clean,2,0,Scalar search candidate 2/8 for LunarLander-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:18+00:00,LunarLander-v3,tuned,scalar/config tuning,dev,0,20,20,238.067,70.4573,252.108,22.9961,310.748,5469,0.744704,pass,d3c6593,clean,2,0,Scalar search candidate 3/8 for LunarLander-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:18+00:00,LunarLander-v3,tuned,scalar/config tuning,dev,0,20,20,207.998,86.7836,256.066,27.781,278.057,4470,0.800678,pass,d3c6593,clean,2,0,Scalar search candidate 4/8 for LunarLander-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:19+00:00,LunarLander-v3,tuned,scalar/config tuning,dev,0,20,20,119.656,121.754,45.4457,-5.57857,299.296,3435,0.61663,pass,d3c6593,clean,2,0,Scalar search candidate 5/8 for LunarLander-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:20+00:00,LunarLander-v3,tuned,scalar/config tuning,dev,0,20,20,82.0547,110.526,27.8977,-14.3888,284.329,2623,0.515507,pass,d3c6593,clean,2,0,Scalar search candidate 6/8 for LunarLander-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:20+00:00,LunarLander-v3,tuned,scalar/config tuning,dev,0,20,20,20.6322,65.0911,4.20582,-28.2173,293.103,2140,0.388943,pass,d3c6593,clean,2,0,Scalar search candidate 7/8 for LunarLander-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:21+00:00,LunarLander-v3,tuned,scalar/config tuning,dev,0,20,20,4.09105,17.1498,0.162444,-23.1344,48.6917,1842,0.267319,pass,d3c6593,clean,2,0,Scalar search candidate 8/8 for LunarLander-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:22+00:00,BipedalWalker-v3,tuned,scalar/config tuning,dev,0,20,20,-127.02,2.22557,-126.352,-133.838,-124.147,1737,1.380829,pass,d3c6593,clean,2,0,Scalar search candidate 1/8 for BipedalWalker-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:24+00:00,BipedalWalker-v3,tuned,scalar/config tuning,dev,0,20,20,-132.639,3.12387,-134.307,-134.891,-123.111,1829,1.525341,pass,d3c6593,clean,2,0,Scalar search candidate 2/8 for BipedalWalker-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:25+00:00,BipedalWalker-v3,tuned,scalar/config tuning,dev,0,20,20,-130.034,1.52483,-130.357,-130.907,-123.443,1818,1.614381,pass,d3c6593,clean,2,0,Scalar search candidate 3/8 for BipedalWalker-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:26+00:00,BipedalWalker-v3,tuned,scalar/config tuning,dev,0,20,20,-126.372,0.708493,-126.537,-126.777,-124.109,1375,1.184835,pass,d3c6593,clean,2,0,Scalar search candidate 4/8 for BipedalWalker-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:28+00:00,BipedalWalker-v3,tuned,scalar/config tuning,dev,0,20,20,-128.383,2.27127,-129.879,-130.403,-122.23,1631,1.564928,pass,d3c6593,clean,2,0,Scalar search candidate 5/8 for BipedalWalker-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:29+00:00,BipedalWalker-v3,tuned,scalar/config tuning,dev,0,20,20,-124.019,2.54918,-122.647,-128.221,-121.319,1235,1.041554,pass,d3c6593,clean,2,0,Scalar search candidate 6/8 for BipedalWalker-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:31+00:00,BipedalWalker-v3,tuned,scalar/config tuning,dev,0,20,20,-128.988,2.20761,-129.523,-129.719,-119.385,2045,1.676294,pass,d3c6593,clean,2,0,Scalar search candidate 7/8 for BipedalWalker-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:32+00:00,BipedalWalker-v3,tuned,scalar/config tuning,dev,0,20,20,-120.809,0.443327,-120.687,-122.705,-120.598,1141,0.976969,pass,d3c6593,clean,2,0,Scalar search candidate 8/8 for BipedalWalker-v3; no structural policy logic changed.,No failure observed.,Select the best scalar config on development seeds only.
2026-05-20T06:15:46+00:00,CartPole-v1,random,logging/diagnostics change,holdout,1000,1050,50,21.34,9.29432,17.5,10,44,1067,0.199548,pass,d3c6593,clean,2,0,Evaluate random on CartPole-v1 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:15:47+00:00,CartPole-v1,initial,structural policy improvement,holdout,1000,1050,50,500,0,500,500,500,25000,0.749286,pass,d3c6593,clean,2,0,Evaluate initial on CartPole-v1 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:15:48+00:00,CartPole-v1,improved,structural policy improvement,holdout,1000,1050,50,500,0,500,500,500,25000,0.730671,pass,d3c6593,clean,2,0,Evaluate improved on CartPole-v1 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:15:48+00:00,MountainCar-v0,random,logging/diagnostics change,holdout,1000,1050,50,-200,0,-200,-200,-200,10000,0.406971,pass,d3c6593,clean,2,0,Evaluate random on MountainCar-v0 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:15:49+00:00,MountainCar-v0,initial,structural policy improvement,holdout,1000,1050,50,-117.98,3.43796,-117,-124,-113,5899,0.151827,pass,d3c6593,clean,2,0,Evaluate initial on MountainCar-v0 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:15:49+00:00,MountainCar-v0,improved,structural policy improvement,holdout,1000,1050,50,-117.42,1.98081,-116.5,-122,-115,5871,0.242917,pass,d3c6593,clean,2,0,Evaluate improved on MountainCar-v0 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:15:55+00:00,Acrobot-v1,random,logging/diagnostics change,holdout,1000,1050,50,-500,0,-500,-500,-500,25000,5.450249,pass,d3c6593,clean,2,0,Evaluate random on Acrobot-v1 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:15:56+00:00,Acrobot-v1,initial,structural policy improvement,holdout,1000,1050,50,-141.6,90.2911,-103,-500,-79,7128,1.512821,pass,d3c6593,clean,2,0,Evaluate initial on Acrobot-v1 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:15:58+00:00,Acrobot-v1,improved,structural policy improvement,holdout,1000,1050,50,-141.6,90.2911,-103,-500,-79,7128,1.381825,pass,d3c6593,clean,2,0,Evaluate improved on Acrobot-v1 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:15:59+00:00,LunarLander-v3,random,logging/diagnostics change,holdout,1000,1050,50,-203.01,112.715,-174.297,-510.199,-32.0245,4896,1.011859,pass,d3c6593,clean,2,0,Evaluate random on LunarLander-v3 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:16:01+00:00,LunarLander-v3,initial,structural policy improvement,holdout,1000,1050,50,199.131,112.906,255.523,-150.922,313.39,13400,2.058933,pass,d3c6593,clean,2,0,Evaluate initial on LunarLander-v3 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:16:02+00:00,LunarLander-v3,improved,structural policy improvement,holdout,1000,1050,50,148.788,131.646,147.434,-179.845,311.631,10513,1.628137,pass,d3c6593,clean,2,0,Evaluate improved on LunarLander-v3 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:16:43+00:00,BipedalWalker-v3,random,logging/diagnostics change,holdout,1000,1050,50,-98.2737,12.1557,-101.677,-118.477,-67.987,26598,40.519228,pass,d3c6593,clean,2,0,Evaluate random on BipedalWalker-v3 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:16:49+00:00,BipedalWalker-v3,initial,structural policy improvement,holdout,1000,1050,50,-129.216,3.35544,-128.683,-139.011,-123.899,7525,5.846578,pass,d3c6593,clean,2,0,Evaluate initial on BipedalWalker-v3 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:16:54+00:00,BipedalWalker-v3,improved,structural policy improvement,holdout,1000,1050,50,-138.909,1.26547,-138.549,-142.09,-137.651,6161,5.214145,pass,d3c6593,clean,2,0,Evaluate improved on BipedalWalker-v3 using fixed holdout seeds.,No failure observed.,Use aggregate statistics to identify structural policy failure modes.
2026-05-20T06:17:09+00:00,CartPole-v1,tuned,scalar/config tuning,holdout,1000,1050,50,500,0,500,500,500,25000,0.872788,pass,d3c6593,clean,2,0,Frozen holdout evaluation of the dev-selected scalar-search config for CartPole-v1.,Holdout was not used during scalar selection.,Compare tuned holdout result against initial and structural policies.
2026-05-20T06:17:24+00:00,MountainCar-v0,tuned,scalar/config tuning,holdout,1000,1050,50,-117.98,3.43796,-117,-124,-113,5899,0.381634,pass,d3c6593,clean,2,0,Frozen holdout evaluation of the dev-selected scalar-search config for MountainCar-v0.,Holdout was not used during scalar selection.,Compare tuned holdout result against initial and structural policies.
2026-05-20T06:17:40+00:00,Acrobot-v1,tuned,scalar/config tuning,holdout,1000,1050,50,-106.16,63.4039,-88,-500,-72,5357,1.346929,pass,d3c6593,clean,2,0,Frozen holdout evaluation of the dev-selected scalar-search config for Acrobot-v1.,Holdout was not used during scalar selection.,Compare tuned holdout result against initial and structural policies.
2026-05-20T06:17:55+00:00,LunarLander-v3,tuned,scalar/config tuning,holdout,1000,1050,50,274.877,16.5061,273.347,238.644,311.375,14164,2.544465,pass,d3c6593,clean,2,0,Frozen holdout evaluation of the dev-selected scalar-search config for LunarLander-v3.,Holdout was not used during scalar selection.,Compare tuned holdout result against initial and structural policies.
2026-05-20T06:18:11+00:00,BipedalWalker-v3,tuned,scalar/config tuning,holdout,1000,1050,50,-120.945,0.781155,-120.71,-123.937,-120.597,2860,2.544305,pass,d3c6593,clean,2,0,Frozen holdout evaluation of the dev-selected scalar-search config for BipedalWalker-v3.,Holdout was not used during scalar selection.,Compare tuned holdout result against initial and structural policies.
2026-05-20T16:04:20+00:00,CartPole-v1,improved-v0-rejected,invalid/rolled back,dev,0,20,20,257.3,82.6868,218.5,196,423,5146,0.144517,partial,d3c6593,ae5d509d6d05,2,15,Append-only failure-analysis note for the rejected first structural improvement attempt.,Rejected first structural improved policy on development seeds: mean 257.300 was below initial heuristic mean 500.000. The guard/mode changes were too aggressive and were revised conservatively before holdout evaluation.,"Keep failed trial intact, revise structural guards, and require regression tests before holdout."
2026-05-20T16:04:20+00:00,MountainCar-v0,improved-v0-rejected,invalid/rolled back,dev,0,20,20,-144.3,28.494,-143.5,-196,-99,2886,0.098659,partial,d3c6593,ae5d509d6d05,2,15,Append-only failure-analysis note for the rejected first structural improvement attempt.,Rejected first structural improved policy on development seeds: mean -144.300 was below initial heuristic mean -120.150. The guard/mode changes were too aggressive and were revised conservatively before holdout evaluation.,"Keep failed trial intact, revise structural guards, and require regression tests before holdout."
2026-05-20T16:04:20+00:00,Acrobot-v1,improved-v0-rejected,invalid/rolled back,dev,0,20,20,-154.6,70.9044,-122.5,-301,-80,3112,0.789592,partial,d3c6593,ae5d509d6d05,2,15,Append-only failure-analysis note for the rejected first structural improvement attempt.,Rejected first structural improved policy on development seeds: mean -154.600 was below initial heuristic mean -144.950. The guard/mode changes were too aggressive and were revised conservatively before holdout evaluation.,"Keep failed trial intact, revise structural guards, and require regression tests before holdout."
2026-05-20T16:04:20+00:00,LunarLander-v3,improved-v0-rejected,invalid/rolled back,dev,0,20,20,164.398,104.319,213.289,-22.0388,297.428,9425,1.360778,partial,d3c6593,ae5d509d6d05,2,15,Append-only failure-analysis note for the rejected first structural improvement attempt.,Rejected first structural improved policy on development seeds: mean 164.398 was below initial heuristic mean 210.007. The guard/mode changes were too aggressive and were revised conservatively before holdout evaluation.,"Keep failed trial intact, revise structural guards, and require regression tests before holdout."
2026-05-20T16:04:20+00:00,BipedalWalker-v3,improved-v0-rejected,invalid/rolled back,dev,0,20,20,-138.384,0.970099,-138.356,-141.193,-136.776,2418,1.725659,partial,d3c6593,ae5d509d6d05,2,15,Append-only failure-analysis note for the rejected first structural improvement attempt.,Rejected first structural improved policy on development seeds: mean -138.384 was below initial heuristic mean -129.395. The guard/mode changes were too aggressive and were revised conservatively before holdout evaluation.,"Keep failed trial intact, revise structural guards, and require regression tests before holdout."
2026-05-21T03:48:03+00:00,CartPole-v1,rl-ppo,rl/deep learning baseline,holdout,1000,1050,50,459.46,56.4518,500,331,500,32973,37.715671,pass,d3c6593,clean,1,4,Train PPO deep-RL baseline for 10000 timesteps on CartPole-v1 and evaluate on fixed holdout seeds.,No failure observed.,Use this PPO result as the deep-RL comparator for ±5% heuristic comparison.
2026-05-21T03:49:09+00:00,CartPole-v1,rl-ppo,rl/deep learning baseline,holdout,1000,1050,50,500,0,500,500,500,55000,39.048745,pass,d3c6593,clean,1,5,Train PPO deep-RL baseline for 30000 timesteps on CartPole-v1 and evaluate on fixed holdout seeds.,No failure observed.,Use this PPO result as the deep-RL comparator for ±5% heuristic comparison.
2026-05-21T03:50:36+00:00,MountainCar-v0,rl-ppo,rl/deep learning baseline,holdout,1000,1050,50,-200,0,-200,-200,-200,40000,34.313967,pass,d3c6593,clean,1,5,Train PPO deep-RL baseline for 30000 timesteps on MountainCar-v0 and evaluate on fixed holdout seeds.,No failure observed.,Use this PPO result as the deep-RL comparator for ±5% heuristic comparison.
